CO_MUNICIPIO_ESC,NO_MUNICIPIO_ESC,SG_UF_ESC,MED,rank
3548807,São Caetano do Sul,SP,564.65,119
3162906,São João Nepomuceno,MG,564.47,120
3509502,Campinas,SP,564.03,121
3522604,Itapira,SP,563.86,122
4302659,Brochier,RS,563.86,123
4210506,Maravilha,SC,563.85,124
4209102,Joinville,SC,563.78,125
3155801,Rio Pomba,MG,563.77,126
2800308,Aracaju,SE,563.56,127
4202404,Blumenau,SC,563.53,128
3151701,Poço Fundo,MG,563.46,129
3151008,Piranguinho,MG,563.33,130
4206900,Ibirama,SC,563.26,131
3515400,Fartura,SP,563.21,132
3550407,São Pedro,SP,563.13,133
4320453,Sério,RS,563.02,134
3121902,Divinésia,MG,562.99,135
4320578,Sete de Setembro,RS,562.98,136
4208401,Itapiranga,SC,562.84,137
3525300,Jaú,SP,562.79,138
4115200,Maringá,PR,562.77,139
3527207,Lorena,SP,562.59,140
4309753,Ibarama,RS,562.59,141
3529005,Marília,SP,562.42,142
3548500,Santos,SP,562.35,143
3306305,Volta Redonda,RJ,562.29,144
4300901,Aratiba,RS,562.24,145
3164704,São Sebastião do Paraíso,MG,562.23,146
3514403,Dracena,SP,562.22,147
4313300,Nova Prata,RS,562.06,148
4201208,Antônio Carlos,SC,562.03,149
4127700,Toledo,PR,561.77,150
2402006,Caicó,RN,561.77,151
4305108,Caxias do Sul,RS,561.7,152
4304804,Carlos Barbosa,RS,561.56,153
3100203,Abaeté,MG,561.49,154
3102605,Andradas,MG,561.46,155
2404705,Ipanguaçu,RN,561.39,156
2403251,Parnamirim,RN,561.13,157
3170107,Uberaba,MG,560.96,158
4322251,Tupandi,RS,560.92,159
3520509,Indaiatuba,SP,560.88,160
3163706,São Lourenço,MG,560.87,161
4310207,Ijuí,RS,560.85,162
3530706,Mogi Guaçu,SP,560.68,163
4204608,Criciúma,SC,560.64,164
4320404,Serafina Corrêa,RS,560.62,165
4300802,Antônio Prado,RS,560.34,166
4316907,Santa Maria,RS,560.23,167
4103222,Bom Sucesso do Sul,PR,560,168
3526803,Lençóis Paulista,SP,559.84,169
3147808,Passa Vinte,MG,559.83,170
4321204,Taquara,RS,559.82,171
3131703,Itabira,MG,559.71,172
4316733,Santa Cecília do Sul,RS,559.65,173
4214805,Rio do Sul,SC,559.49,174
3303906,Petrópolis,RJ,559.41,175
4318424,São João da Urtiga,RS,559.37,176
3107703,Bom Jesus do Amparo,MG,559.36,177
3147600,Passa Quatro,MG,559.19,178
4204301,Concórdia,SC,559.17,179
2409407,Pau dos Ferros,RN,559.13,180
4219507,Xanxerê,SC,559.02,181
3120706,Cruzeiro da Fortaleza,MG,558.97,182
4214904,Rio Fortuna,SC,558.85,183
3167301,Silveirânia,MG,558.85,184
4317806,Santo Augusto,RS,558.72,185
3118007,Congonhas,MG,558.58,186
3553708,Taquaritinga,SP,558.56,187
4201109,Anitápolis,SC,558.34,188
4318481,São José do Hortêncio,RS,558.26,189
4205902,Gaspar,SC,558.2,190
3515509,Fernandópolis,SP,558.04,191
4302402,Bom Retiro do Sul,RS,557.81,192
3138401,Leopoldina,MG,557.8,193
3143906,Muriaé,MG,557.72,194
4313508,Osório,RS,557.71,195
4317202,Santa Rosa,RS,557.71,196
3159605,Santa Rita do Sapucaí,MG,557.5,197
3143302,Montes Claros,MG,557.44,198
3123502,Douradoquara,MG,557.44,199
3109105,Bueno Brandão,MG,557.24,200
4217204,São Miguel do Oeste,SC,557.08,201
3127701,Governador Valadares,MG,556.94,202
4319372,São Pedro do Butiá,RS,556.82,203
4321451,Teutônia,RS,556.75,204
3302403,Macaé,RJ,556.73,205
3147105,Pará de Minas,MG,556.71,206
3540705,Porto Ferreira,SP,556.69,207
3532843,Nova Canaã Paulista,SP,556.67,208
3554102,Taubaté,SP,556.44,209
3506003,Bauru,SP,556.34,210
3123858,Entre Folhas,MG,556.29,211
3534302,Orlândia,SP,556.23,212
3524808,Jales,SP,556.17,213
3101508,Além Paraíba,MG,555.97,214
3555000,Tupã,SP,555.96,215
4307054,Ernestina,RS,555.95,216
2611533,Quixaba,PE,555.9,217
4202008,Balneário Camboriú,SC,555.82,218
4110052,Iguatu,PR,555.78,219
3550605,São Roque,SP,555.76,220
4120705,Quatiguá,PR,555.58,221
2408102,Natal,RN,555.56,222
3142403,Moema,MG,555.54,223
4312153,Mato Leitão,RS,555.43,224
3504503,Avaré,SP,555.4,225
4218202,Timbó,SC,555.38,226
4207700,Ipumirim,SC,555.33,227
3139003,Machado,MG,555.3,228
4104808,Cascavel,PR,555.23,229
3513405,Cruzeiro,SP,555.2,230
4219309,Videira,SC,555.02,231
3154002,Raul Soares,MG,555.02,232
3172004,Visconde do Rio Branco,MG,555,233
3549409,São Joaquim da Barra,SP,555,234
4218400,Treze de Maio,SC,554.96,235
2507507,João Pessoa,PB,554.94,236
3201506,Colatina,ES,554.9,237
3143401,Monte Sião,MG,554.9,238
3137205,Lagoa da Prata,MG,554.89,239
3505906,Batatais,SP,554.87,240
3137601,Lagoa Santa,MG,554.85,241
3530607,Mogi das Cruzes,SP,554.83,242
4202909,Brusque,SC,554.62,243
3302205,Itaperuna,RJ,554.6,244
3134905,Jacutinga,MG,554.51,245
3107406,Bom Despacho,MG,554.47,246
4209201,Lacerdópolis,SC,554.43,247
3165305,São Vicente de Minas,MG,554.35,248
3166006,Senhora de Oliveira,MG,554.34,249
4313359,Nova Roma do Sul,RS,554.24,250
3520442,Ilha Solteira,SP,554.23,251
4309803,Ibiaçá,RS,554.18,252
3146107,Ouro Preto,MG,554.14,253
3522703,Itápolis,SP,554.09,254
3108909,Brazópolis,MG,553.97,255
4216602,São José,SC,553.94,256
3505708,Barueri,SP,553.94,257
4302352,Bom Princípio,RS,553.89,258
3115508,Caxambu,MG,553.87,259
3114501,Carmópolis de Minas,MG,553.86,260
3527256,Lourdes,SP,553.84,261
4321808,Três de Maio,RS,553.81,262
4317905,Santo Cristo,RS,553.76,263
3101201,Aiuruoca,MG,553.75,264
4308607,Garibaldi,RS,553.72,265
3530805,Mogi Mirim,SP,553.71,266
3516507,Gabriel Monteiro,SP,553.68,267
3118601,Contagem,MG,553.63,268
3500709,Agudos,SP,553.55,269
3169307,Três Corações,MG,553.38,270
3533007,Nova Granada,SP,553.38,271
4119905,Ponta Grossa,PR,553.3,272
3110400,Camacho,MG,553.28,273
3548708,São Bernardo do Campo,SP,553.18,274
3300506,Bom Jardim,RJ,553.15,275
3547809,Santo André,SP,553.14,276
3139409,Manhuaçu,MG,553.14,277
3147907,Passos,MG,553.1,278
3502804,Araçatuba,SP,553.07,279
3205200,Vila Velha,ES,552.97,280
3505302,Barra Bonita,SP,552.92,281
3507902,Brotas,SP,552.76,282
3148905,Pedra do Indaiá,MG,552.75,283
2504009,Campina Grande,PB,552.73,284
3118304,Conselheiro Lafaiete,MG,552.62,285
4208203,Itajaí,SC,552.61,286
3165701,Senador Firmino,MG,552.49,287
3112208,Capela Nova,MG,552.36,288
3503307,Araras,SP,552.32,289
3529302,Matão,SP,552.25,290
2806008,Ribeirópolis,SE,552.22,291
3541109,Presidente Alves,SP,552.15,292
4211801,Ouro,SC,552.13,293
3507605,Bragança Paulista,SP,551.97,294
4113700,Londrina,PR,551.9,295
3515152,Engenheiro Coelho,SP,551.9,296
4307005,Erechim,RS,551.75,297
3113800,Carmésia,MG,551.75,298
3300704,Cabo Frio,RJ,551.67,299
4217709,Sombrio,SC,551.63,300
4314803,Portão,RS,551.57,301
3138674,Luisburgo,MG,551.55,302
4309407,Guaporé,RS,551.46,303
4306452,Dois Lajeados,RS,551.43,304
4313102,Nova Palma,RS,551.37,305
4322707,Vera Cruz,RS,551.24,306
3530508,Mococa,SP,551.22,307
2210979,Tanque do Piauí,PI,551.21,308
4303558,Camargo,RS,551.2,309
4118501,Pato Branco,PR,551.18,310
4204202,Chapecó,SC,551.08,311
4212908,Pinhalzinho,SC,551.03,312
3101607,Alfenas,MG,551.02,313
4115853,Mercedes,PR,550.96,314
3133501,Itapecerica,MG,550.94,315
3507001,Boituva,SP,550.92,316
3139904,Maria da Fé,MG,550.88,317
2933307,Vitória da Conquista,BA,550.87,318
3121308,Descoberto,MG,550.84,319
3151404,Pitangui,MG,550.76,320
5002704,Campo Grande,MS,550.74,321
4102604,Barracão,PR,550.71,322
3113305,Carangola,MG,550.62,323
4205209,Erval Velho,SC,550.46,324
4309704,Humaitá,RS,550.41,325
3110608,Cambuí,MG,550.29,326
4216255,São João do Oeste,SC,550.26,327
3524303,Jaboticabal,SP,550.25,328
3157203,Santa Bárbara,MG,550.19,329
4310652,Itati,RS,550.17,330
5213400,Moiporá,GO,550.1,331
3111200,Campo Belo,MG,549.98,332
2202729,Cocal dos Alves,PI,549.92,333
2914604,Irecê,BA,549.91,334
3144706,Nova Era,MG,549.76,335
5300108,Brasília,DF,549.7,336
3523404,Itatiba,SP,549.69,337
3124401,Espírito Santo do Dourado,MG,549.53,338
4301701,Barão de Cotegipe,RS,549.52,339
4300877,Araricá,RS,549.52,340
3548609,São Bento do Sapucaí,SP,549.44,341
3522307,Itapetininga,SP,549.41,342
3148103,Patrocínio,MG,549.41,343
4213609,Porto União,SC,549.34,344
3115300,Cataguases,MG,549.33,345
3149309,Pedro Leopoldo,MG,549.3,346
3103900,Araújos,MG,549.29,347
4312401,Montenegro,RS,549.27,348
3504008,Assis,SP,549.24,349
3102209,Alvarenga,MG,549.02,350
4108403,Francisco Beltrão,PR,548.96,351
4215802,São Bento do Sul,SC,548.92,352
3542602,Registro,SP,548.9,353
4201703,Ascurra,SC,548.78,354
3305802,Teresópolis,RJ,548.73,355
3523909,Itu,SP,548.69,356
2307601,Limoeiro do Norte,CE,548.67,357
4321907,Três Passos,RS,548.65,358
3540002,Pompéia,SP,548.65,359
3139508,Manhumirim,MG,548.59,360
3144607,Nepomuceno,MG,548.55,361
3555109,Tupi Paulista,SP,548.51,362
4322541,Vale Real,RS,548.42,363
3150505,Pimenta,MG,548.39,364
3536505,Paulínia,SP,548.37,365
4323408,Vila Maria,RS,548.37,366
2919207,Lauro de Freitas,BA,548.36,367
3550308,São Paulo,SP,548.35,368
3513504,Cubatão,SP,548.31,369
4121406,Realeza,PR,548.17,370
3200607,Aracruz,ES,548.05,371
4200903,Angelina,SC,548.05,372
3114105,Carmo de Minas,MG,547.93,373
3121100,Delfim Moreira,MG,547.92,374
3540408,Populina,SP,547.92,375
2925204,Pojuca,BA,547.91,376
3204203,Piúma,ES,547.89,377
4312476,Morro Reuter,RS,547.89,378
4127106,Telêmaco Borba,PR,547.87,379
3306008,Três Rios,RJ,547.8,380
3538006,Pindamonhangaba,SP,547.7,381
3136900,Juruaia,MG,547.55,382
4200200,Agrolândia,SC,547.53,383
3204559,Santa Maria de Jetibá,ES,547.45,384
3160900,São Brás do Suaçuí,MG,547.44,385
3526001,Junqueirópolis,SP,547.21,386
3145604,Oliveira,MG,547.16,387
3552205,Sorocaba,SP,547.01,388
4104303,Campo Mourão,PR,547.01,389
3300233,Armação dos Búzios,RJ,546.98,390
3300258,Arraial do Cabo,RJ,546.84,391
3517406,Guaíra,SP,546.76,392
2611606,Recife,PE,546.63,393
4112801,Joaquim Távora,PR,546.59,394
4201273,Arabutã,SC,546.49,395
3304706,Santo Antônio de Pádua,RJ,546.47,396
3527603,Luís Antônio,SP,546.38,397
3114402,Carmo do Rio Claro,MG,546.33,398
4207502,Indaial,SC,546.32,399
3203353,Marilândia,ES,546.28,400
3303609,Paracambi,RJ,546.23,401
4218004,Tijucas,SC,546.11,402
3101805,Alpercata,MG,546.07,403
4213203,Pomerode,SC,545.99,404
4126504,Sertanópolis,PR,545.96,405
4322608,Venâncio Aires,RS,545.96,406
3152600,Pouso Alto,MG,545.95,407
4310538,Itaara,RS,545.94,408
4210100,Mafra,SC,545.93,409
3110905,Campanha,MG,545.9,410
4207403,Imbuia,SC,545.88,411
4304309,Cândido Godói,RS,545.87,412
3202405,Guarapari,ES,545.83,413
2903201,Barreiras,BA,545.81,414
4323358,Vila Lângaro,RS,545.65,415
3160405,Santo Antônio do Monte,MG,545.62,416
2403103,Currais Novos,RN,545.55,417
3524105,Ituverava,SP,545.51,418
3546405,Santa Cruz do Rio Pardo,SP,545.45,419
4304614,Canudos do Vale,RS,545.44,420
3200201,Alegre,ES,545.37,421
2211001,Teresina,PI,545.35,422
3304524,Rio das Ostras,RJ,545.22,423
4201406,Araranguá,SC,545.19,424
3506508,Birigui,SP,545.04,425
3105400,Barão de Cocais,MG,545,426
3115201,Conceição da Barra de Minas,MG,544.99,427
3300407,Barra Mansa,RJ,544.9,428
3545209,Salto,SP,544.89,429
4309555,Harmonia,RS,544.87,430
4123501,Santa Helena,PR,544.8,431
4305306,Chapada,RS,544.78,432
3201902,Domingos Martins,ES,544.76,433
4109757,Ibema,PR,544.71,434
4206603,Guarujá do Sul,SC,544.66,435
3513306,Cruzália,SP,544.61,436
4309100,Gramado,RS,544.59,437
3120904,Curvelo,MG,544.56,438
4323309,Vila Flores,RS,544.5,439
3524402,Jacareí,SP,544.45,440
4308201,Flores da Cunha,RS,544.37,441
3518206,Guararapes,SP,544.37,442
4216008,São Carlos,SC,544.36,443
4203204,Camboriú,SC,544.33,444
4122305,Rio Negro,PR,544.31,445
3530003,Mira Estrela,SP,544.3,446
3516200,Franca,SP,544.19,447
3537305,Penápolis,SP,544.19,448
3552106,Socorro,SP,544.14,449
3543303,Ribeirão Pires,SP,544.1,450
3127370,Goiabeira,MG,544.08,451
4128104,Umuarama,PR,544.06,452
4307906,Farroupilha,RS,544.04,453
4318440,São Jorge,RS,543.88,454
2931509,Teofilândia,BA,543.84,455
5210000,Inhumas,GO,543.82,456
4323770,Westfália,RS,543.62,457
3533403,Nova Odessa,SP,543.61,458
4305371,Charrua,RS,543.58,459
3104205,Arcos,MG,543.49,460
2927408,Salvador,BA,543.45,461
3538808,Piraju,SP,543.22,462
3534708,Ourinhos,SP,543.16,463
3541406,Presidente Prudente,SP,543.12,464
3510401,Capivari,SP,543.12,465
3137502,Lagoa Formosa,MG,543.02,466
3131901,Itabirito,MG,543.02,467
4122800,Salgado Filho,PR,543.01,468
4217501,Seara,SC,543,469
4107306,Doutor Camargo,PR,542.92,470
3554003,Tatuí,SP,542.91,471
5107040,Primavera do Leste,MT,542.9,472
4111605,Ivatuba,PR,542.9,473
3511508,Cerquilho,SP,542.88,474
4211504,Nova Trento,SC,542.87,475
3300209,Araruama,RJ,542.86,476
3152303,Porto Firme,MG,542.83,477
4314753,Poço das Antas,RS,542.81,478
5103403,Cuiabá,MT,542.77,479
3502101,Andradina,SP,542.72,480
4318051,São Domingos do Sul,RS,542.64,481
3553401,Tanabi,SP,542.62,482
3201209,Cachoeiro de Itapemirim,ES,542.52,483
3133105,Itanhandu,MG,542.44,484
4314100,Passo Fundo,RS,542.35,485
3115102,Cássia,MG,542.3,486
3101300,Alagoa,MG,542.29,487
4311759,Manoel Viana,RS,542.28,488
3546306,Santa Cruz das Palmeiras,SP,542.25,489
3513009,Cotia,SP,542.22,490
3505203,Bariri,SP,542.16,491
5215504,Ouvidor,GO,542.12,492
3302106,Itaocara,RJ,542.05,493
3503950,Aspásia,SP,541.86,494
3537602,Peruíbe,SP,541.85,495
3112802,Capitólio,MG,541.81,496
3116308,Cipotânea,MG,541.81,497
4313904,Panambi,RS,541.8,498
3105103,Bambuí,MG,541.79,499
3549003,São Francisco,SP,541.73,500
3157302,Santa Bárbara do Tugúrio,MG,541.72,501
3125200,Fama,MG,541.57,502
3109006,Brumadinho,MG,541.54,503
4200804,Anchieta,SC,541.5,504
3528304,Magda,SP,541.46,505
3301207,Carmo,RJ,541.39,506
3128006,Guanhães,MG,541.37,507
3137809,Lambari,MG,541.28,508
4305447,Chuvisca,RS,541.26,509
3104908,Baependi,MG,541.21,510
3121605,Diamantina,MG,541.19,511
2608909,Limoeiro,PE,541.17,512
4108304,Foz do Iguaçu,PR,541.11,513
3114303,Carmo do Paranaíba,MG,541.05,514
3109907,Caetanópolis,MG,541.05,515
3106903,Bicas,MG,541.04,516
3505500,Barretos,SP,540.93,517
5003702,Dourados,MS,540.88,518
3129004,Guiricema,MG,540.88,519
4202206,Benedito Novo,SC,540.82,520
3130200,Igaratinga,MG,540.76,521
4201802,Atalanta,SC,540.61,522
3146008,Ouro Fino,MG,540.59,523
3203346,Marechal Floriano,ES,540.58,524
3169000,Tocantins,MG,540.51,525
4305801,Constantina,RS,540.51,526
4113908,Mallet,PR,540.49,527
4106506,Coronel Vivida,PR,540.49,528
3302056,Italva,RJ,540.49,529
4213104,Piratuba,SC,540.48,530
4219606,Xavantina,SC,540.35,531
3153103,Presidente Bernardes,MG,540.32,532
3534401,Osasco,SP,540.27,533
3303807,Paraty,RJ,540.24,534
4115804,Medianeira,PR,540.22,535
3116605,Cláudio,MG,540.22,536
4215653,Santa Rosa do Sul,SC,540.2,537
3305505,Saquarema,RJ,540.16,538
4316303,Roque Gonzales,RS,540.11,539
4306130,Cruzaltense,RS,540.05,540
4320008,Sapucaia do Sul,RS,539.99,541
4317954,Santo Expedito do Sul,RS,539.92,542
3125101,Extrema,MG,539.86,543
4211900,Palhoça,SC,539.83,544
4214706,Rio dos Cedros,SC,539.81,545
3108305,Borda da Mata,MG,539.78,546
3301009,Campos dos Goytacazes,RJ,539.77,547
4209409,Laguna,SC,539.75,548
3143104,Monte Carmelo,MG,539.74,549
2911709,Guanambi,BA,539.72,550
3100807,Aguanil,MG,539.69,551
4319703,São Valentim,RS,539.65,552
4118402,Paranavaí,PR,539.61,553
3168507,Teixeiras,MG,539.54,554
3550100,São Manuel,SP,539.53,555
3160702,Santos Dumont,MG,539.4,556
3113404,Caratinga,MG,539.33,557
4319000,São Marcos,RS,539.31,558
4215695,Santiago do Sul,SC,539.28,559
3150604,Piracema,MG,539.25,560
4322103,Tucunduva,RS,539.24,561
3203205,Linhares,ES,539.14,562
4320503,Sertão,RS,539.1,563
4205175,Entre Rios,SC,539.09,564
3157005,Salinas,MG,539.07,565
2408300,Nova Cruz,RN,539.06,566
3201407,Castelo,ES,539.06,567
4314001,Paraí,RS,539.02,568
2408003,Mossoró,RN,538.99,569
3533908,Olímpia,SP,538.97,570
3107208,Bocaina de Minas,MG,538.94,571
4202305,Biguaçu,SC,538.91,572
5201108,Anápolis,GO,538.89,573
3520905,Ipaussu,SP,538.89,574
3124203,Espera Feliz,MG,538.85,575
4308508,Frederico Westphalen,RS,538.83,576
3526704,Leme,SP,538.81,577
3162005,São Gonçalo do Sapucaí,MG,538.76,578
4317251,Santa Tereza,RS,538.75,579
2905206,Caetité,BA,538.65,580
3504909,Bananal,SP,538.62,581
3145208,Nova Serrana,MG,538.51,582
3509700,Campos do Jordão,SP,538.5,583
4219101,Vargeão,SC,538.42,584
3119401,Coronel Fabriciano,MG,538.4,585
4312450,Morro Redondo,RS,538.39,586
4209458,Lajeado Grande,SC,538.38,587
3527108,Lins,SP,538.29,588
4128500,Wenceslau Braz,PR,538.29,589
2700300,Arapiraca,AL,538.21,590
3534609,Osvaldo Cruz,SP,538.21,591
4306403,Dois Irmãos,RS,538.19,592
3302700,Maricá,RJ,538.17,593
2609501,Nazaré da Mata,PE,538.16,594
3133758,Itaú de Minas,MG,538.15,595
3300100,Angra dos Reis,RJ,538.1,596
3135308,Japaraíba,MG,537.89,597
4303509,Camaquã,RS,537.88,598
3153509,Alto Jequitibá,MG,537.82,599
4311791,Maratá,RS,537.81,600
2304400,Fortaleza,CE,537.8,601
3549300,São João do Pau d'Alho,SP,537.8,602
3102001,Alterosa,MG,537.68,603
4127205,Terra Boa,PR,537.68,604
4206306,Guabiruba,SC,537.67,605
3551702,Sertãozinho,SP,537.63,606
3305158,São José do Vale do Rio Preto,RJ,537.61,607
3531308,Monte Alto,SP,537.6,608
3552502,Suzano,SP,537.57,609
2401008,Apodi,RN,537.47,610
4319901,Sapiranga,RS,537.46,611
4318432,São João do Polêsine,RS,537.46,612
3154903,Rio Casca,MG,537.45,613
4321709,Três Coroas,RS,537.32,614
3123304,Dores do Turvo,MG,537.31,615
3103405,Araçuaí,MG,537.25,616
3114808,Carvalhos,MG,537.11,617
4110706,Irati,PR,537.09,618
1501402,Belém,PA,537.08,619
3122801,Dom Viçoso,MG,537.05,620
3545803,Santa Bárbara d'Oeste,SP,537.04,621
2208007,Picos,PI,537.01,622
4315073,Porto Vera Cruz,RS,537.01,623
3166105,Senhora do Porto,MG,536.98,624
3123908,Entre Rios de Minas,MG,536.97,625
3107604,Bom Jesus da Penha,MG,536.95,626
4209300,Lages,SC,536.86,627
4201257,Apiúna,SC,536.82,628
2510907,Paulista,PB,536.77,629
4103453,Cafelândia,PR,536.74,630
3167707,Sobrália,MG,536.72,631
3540101,Pongaí,SP,536.71,632
4207304,Imbituba,SC,536.66,633
2918001,Jequié,BA,536.59,634
3128501,Guarará,MG,536.53,635
4109401,Guarapuava,PR,536.51,636
3114204,Carmo do Cajuru,MG,536.49,637
3123007,Dores de Campos,MG,536.48,638
3535309,Palmital,SP,536.47,639
3168804,Tiradentes,MG,536.4,640
1721000,Palmas,TO,536.37,641
2604106,Caruaru,PE,536.3,642
3145109,Nova Resende,MG,536.21,643
3530102,Mirandópolis,SP,536.19,644
4311643,Linha Nova,RS,536.19,645
4106407,Cornélio Procópio,PR,536.17,646
4313425,Novo Machado,RS,536.13,647
4313086,Nova Pádua,RS,536.13,648
4314902,Porto Alegre,RS,536.05,649
4305355,Charqueadas,RS,536.03,650
4203006,Caçador,SC,536.02,651
2614501,Surubim,PE,536.01,652
4205704,Garopaba,SC,535.98,653
4300703,Anta Gorda,RS,535.97,654
3153400,Presidente Olegário,MG,535.96,655
2921807,Mortugaba,BA,535.94,656
4205191,Ermo,SC,535.93,657
4301651,Barão,RS,535.93,658
3203502,Montanha,ES,535.92,659
3202256,Governador Lindenberg,ES,535.91,660
3528205,Macedônia,SP,535.82,661
4320909,Tapejara,RS,535.8,662
4217808,Taió,SC,535.77,663
3106705,Betim,MG,535.74,664
4305850,Coqueiros do Sul,RS,535.74,665
4308706,Gaurama,RS,535.67,666
4306007,Crissiumal,RS,535.65,667
4213401,Ponte Serrada,SC,535.6,668
5213806,Morrinhos,GO,535.59,669
3532801,Nova Aliança,SP,535.55,670
2914802,Itabuna,BA,535.53,671
4300109,Agudo,RS,535.45,672
4300307,Alecrim,RS,535.42,673
3302908,Miguel Pereira,RJ,535.39,674
2919553,Luís Eduardo Magalhães,BA,535.38,675
3124005,Ervália,MG,535.35,676
2910727,Eunápolis,BA,535.34,677
4118600,Paula Freitas,PR,535.34,678
3148202,Patrocínio do Muriaé,MG,535.28,679
3120508,Cristina,MG,535.23,680
3162302,São João da Mata,MG,535.21,681
4311809,Marau,RS,535.18,682
4204707,Cunha Porã,SC,535.18,683
2512101,Pombal,PB,535.16,684
3129905,Ibitiúra de Minas,MG,535.07,685
3168606,Teófilo Otoni,MG,535.03,686
4215406,Salto Veloso,SC,535.02,687
4200309,Agronômica,SC,535.01,688
3301504,Cordeiro,RJ,535,689
3147709,Passa Tempo,MG,534.96,690
3532603,Nhandeara,SP,534.96,691
