CO_MUNICIPIO_ESC,NO_MUNICIPIO_ESC,SG_UF_ESC,MED,rank
3145901,Ouro Branco,MG,554.42,92
3104007,Araxá,MG,554.22,93
3122306,Divinópolis,MG,554.17,94
4311643,Linha Nova,RS,554,95
3303955,Pinheiral,RJ,553.86,96
4310207,Ijuí,RS,553.6,97
3548609,São Bento do Sapucaí,SP,553.37,98
3170206,Uberlândia,MG,553.14,99
3530706,Mogi Guaçu,SP,553.09,100
3549706,São José do Rio Pardo,SP,553.04,101
4319752,São Vendelino,RS,553.04,102
4315172,Protásio Alves,RS,552.99,103
4218707,Tubarão,SC,552.88,104
4106902,Curitiba,PR,552.86,105
3144102,Muzambinho,MG,552.77,106
3511102,Catanduva,SP,552.38,107
3518404,Guaratinguetá,SP,552.35,108
3169901,Ubá,MG,552.26,109
4310801,Ivoti,RS,552.19,110
2404705,Ipanguaçu,RN,552.07,111
4309803,Ibiaçá,RS,552,112
4217204,São Miguel do Oeste,SC,551.95,113
4314902,Porto Alegre,RS,551.75,114
3107604,Bom Jesus da Penha,MG,551.44,115
3105905,Barroso,MG,551.41,116
4209102,Joinville,SC,551.11,117
4219507,Xanxerê,SC,551.11,118
4322707,Vera Cruz,RS,551.06,119
4306809,Encantado,RS,550.98,120
4206900,Ibirama,SC,550.93,121
4115200,Maringá,PR,550.86,122
3163706,São Lourenço,MG,550.76,123
4214805,Rio do Sul,SC,550.61,124
3525904,Jundiaí,SP,550.58,125
3132909,Itamogi,MG,550.54,126
3304557,Rio de Janeiro,RJ,550.46,127
3132404,Itajubá,MG,550.45,128
4321626,Travesseiro,RS,550.28,129
3548906,São Carlos,SP,549.97,130
3550407,São Pedro,SP,549.97,131
2802908,Itabaiana,SE,549.97,132
4319372,São Pedro do Butiá,RS,549.95,133
5208707,Goiânia,GO,549.85,134
3133105,Itanhandu,MG,549.77,135
3136207,João Monlevade,MG,549.68,136
4300802,Antônio Prado,RS,549.62,137
3164704,São Sebastião do Paraíso,MG,549.43,138
3165800,Senador José Bento,MG,549.38,139
3123304,Dores do Turvo,MG,549.32,140
3503208,Araraquara,SP,549.3,141
3519055,Holambra,SP,549.01,142
2800308,Aracaju,SE,548.91,143
3138708,Luminárias,MG,548.89,144
3513702,Descalvado,SP,548.77,145
3533502,Novo Horizonte,SP,548.73,146
3548500,Santos,SP,548.61,147
4321907,Três Passos,RS,548.59,148
4321204,Taquara,RS,548.51,149
3159605,Santa Rita do Sapucaí,MG,548.48,150
4306700,Dona Francisca,RS,548.18,151
3501608,Americana,SP,548.15,152
3137502,Lagoa Formosa,MG,548.15,153
3151503,Piumhi,MG,548.14,154
4308201,Flores da Cunha,RS,548.11,155
4305108,Caxias do Sul,RS,547.87,156
4307005,Erechim,RS,547.86,157
4312807,Nova Araçá,RS,547.82,158
3138401,Leopoldina,MG,547.74,159
4203709,Canelinha,SC,547.5,160
3107406,Bom Despacho,MG,547.46,161
4323770,Westfalia,RS,547.44,162
4321808,Três de Maio,RS,547.42,163
4208906,Jaraguá do Sul,SC,547.28,164
3306305,Volta Redonda,RJ,547.19,165
3128709,Guaxupé,MG,547.19,166
3557105,Votuporanga,SP,547.01,167
4305850,Coqueiros do Sul,RS,546.97,168
3526902,Limeira,SP,546.91,169
3527207,Lorena,SP,546.83,170
4304804,Carlos Barbosa,RS,546.58,171
3162203,São João Batista do Glória,MG,546.42,172
4304408,Canela,RS,546.33,173
4300307,Alecrim,RS,546.33,174
4202909,Brusque,SC,546.3,175
3168507,Teixeiras,MG,546.22,176
2609501,Nazaré da Mata,PE,546.2,177
4316105,Ronda Alta,RS,546.06,178
4318051,São Domingos do Sul,RS,545.86,179
4302352,Bom Princípio,RS,545.85,180
3118007,Congonhas,MG,545.83,181
4312427,Mormaço,RS,545.79,182
4311270,Lagoa dos Três Cantos,RS,545.72,183
3505302,Barra Bonita,SP,545.68,184
3137601,Lagoa Santa,MG,545.65,185
4311791,Maratá,RS,545.57,186
3167202,Sete Lagoas,MG,545.53,187
4204608,Criciúma,SC,545.51,188
3556701,Vinhedo,SP,545.42,189
3146107,Ouro Preto,MG,545.22,190
3539004,Pirangi,SP,545.19,191
4308607,Garibaldi,RS,545.17,192
4322301,Tuparendi,RS,545.11,193
4305207,Cerro Largo,RS,544.9,194
4302253,Boa Vista do Sul,RS,544.81,195
4303707,Campina das Missões,RS,544.79,196
4320404,Serafina Corrêa,RS,544.74,197
4219309,Videira,SC,544.62,198
3154903,Rio Casca,MG,544.56,199
3526803,Lençóis Paulista,SP,544.49,200
3124005,Ervália,MG,544.47,201
4119905,Ponta Grossa,PR,544.42,202
3170107,Uberaba,MG,544.37,203
4306403,Dois Irmãos,RS,544.25,204
3108909,Brazópolis,MG,544.24,205
4106571,Cruzeiro do Iguaçu,PR,544.15,206
3525300,Jaú,SP,544.05,207
3524105,Ituverava,SP,543.97,208
4314472,Pinhal Grande,RS,543.9,209
4213203,Pomerode,SC,543.89,210
3538709,Piracicaba,SP,543.8,211
3506102,Bebedouro,SP,543.79,212
3139003,Machado,MG,543.75,213
4316501,Salvador do Sul,RS,543.75,214
3524808,Jales,SP,543.64,215
3520442,Ilha Solteira,SP,543.42,216
3115300,Cataguases,MG,543.21,217
2504009,Campina Grande,PB,543.12,218
4308508,Frederico Westphalen,RS,543.01,219
4322608,Venâncio Aires,RS,543,220
4127700,Toledo,PR,543,221
2412609,São Paulo do Potengi,RN,542.94,222
3526506,Lavínia,SP,542.87,223
4204301,Concórdia,SC,542.86,224
4314100,Passo Fundo,RS,542.8,225
3201506,Colatina,ES,542.77,226
3145703,Oliveira Fortes,MG,542.77,227
3117207,Conceição das Pedras,MG,542.73,228
3524303,Jaboticabal,SP,542.71,229
3110905,Campanha,MG,542.7,230
3304201,Resende,RJ,542.55,231
3134103,Itueta,MG,542.55,232
3148905,Pedra do Indaiá,MG,542.54,233
3127388,Goianá,MG,542.46,234
4312955,Nova Boa Vista,RS,542.35,235
3162807,São João Evangelista,MG,542.25,236
4113700,Londrina,PR,542.2,237
3518206,Guararapes,SP,542.17,238
3529005,Marília,SP,542.14,239
3509502,Campinas,SP,542.12,240
3504107,Atibaia,SP,542.12,241
3205200,Vila Velha,ES,542.11,242
4121406,Realeza,PR,542.1,243
3128808,Guidoval,MG,542.1,244
4313102,Nova Palma,RS,542.09,245
3104205,Arcos,MG,541.76,246
3502804,Araçatuba,SP,541.65,247
3150505,Pimenta,MG,541.65,248
3505203,Bariri,SP,541.64,249
4318432,São João do Polêsine,RS,541.62,250
3526001,Junqueirópolis,SP,541.58,251
4311809,Marau,RS,541.57,252
2803906,Malhador,SE,541.57,253
3113305,Carangola,MG,541.49,254
3504503,Avaré,SP,541.48,255
3155504,Rio Paranaíba,MG,541.43,256
3500501,Águas de Lindóia,SP,541.39,257
3162005,São Gonçalo do Sapucaí,MG,541.31,258
3303906,Petrópolis,RJ,541.3,259
3540705,Porto Ferreira,SP,541.29,260
3536505,Paulínia,SP,541.26,261
4312674,Nicolau Vergueiro,RS,541.21,262
4219408,Witmarsum,SC,541.21,263
3543907,Rio Claro,SP,541.18,264
3104304,Areado,MG,541.14,265
4313086,Nova Pádua,RS,541.13,266
4317905,Santo Cristo,RS,541.08,267
3304706,Santo Antônio de Pádua,RJ,541.02,268
3300704,Cabo Frio,RJ,540.97,269
3131703,Itabira,MG,540.96,270
3555000,Tupã,SP,540.86,271
4216602,São José,SC,540.85,272
3137205,Lagoa da Prata,MG,540.78,273
4304903,Casca,RS,540.74,274
4309258,Guabiju,RS,540.72,275
4201406,Araranguá,SC,540.71,276
4321329,Taquaruçu do Sul,RS,540.62,277
3302205,Itaperuna,RJ,540.58,278
3514403,Dracena,SP,540.47,279
4318705,São Leopoldo,RS,540.47,280
3166006,Senhora de Oliveira,MG,540.47,281
3534302,Orlândia,SP,540.44,282
4217808,Taió,SC,540.36,283
3547809,Santo André,SP,540.26,284
4215653,Santa Rosa do Sul,SC,540.26,285
3143302,Montes Claros,MG,540.11,286
3530508,Mococa,SP,540.09,287
3127404,Gonçalves,MG,540.01,288
3105103,Bambuí,MG,540,289
2409407,Pau dos Ferros,RN,539.95,290
3123858,Entre Folhas,MG,539.93,291
3111200,Campo Belo,MG,539.88,292
4118501,Pato Branco,PR,539.86,293
3302403,Macaé,RJ,539.78,294
3152105,Ponte Nova,MG,539.73,295
3305802,Teresópolis,RJ,539.67,296
3114303,Carmo do Paranaíba,MG,539.67,297
3145604,Oliveira,MG,539.65,298
3134905,Jacutinga,MG,539.61,299
4217600,Siderópolis,SC,539.59,300
4120853,Quatro Pontes,PR,539.57,301
3115102,Cássia,MG,539.54,302
3147907,Passos,MG,539.5,303
4308003,Faxinal do Soturno,RS,539.44,304
3111705,Canaã,MG,539.37,305
3303609,Paracambi,RJ,539.35,306
3506003,Bauru,SP,539.33,307
4114609,Marechal Cândido Rondon,PR,539.25,308
3300308,Barra do Piraí,RJ,539.19,309
4310363,Imigrante,RS,539.1,310
4313011,Nova Candelária,RS,539.07,311
2403251,Parnamirim,RN,539.06,312
3547502,Santa Rita do Passa Quatro,SP,539.05,313
4107546,Espigão Alto do Iguaçu,PR,539.02,314
3530805,MOGI MIRIM,SP,538.9,315
3172004,Visconde do Rio Branco,MG,538.87,316
4210100,Mafra,SC,538.86,317
3554102,Taubaté,SP,538.83,318
4206405,Guaraciaba,SC,538.75,319
3507902,Brotas,SP,538.74,320
3133006,Itamonte,MG,538.69,321
3143906,Muriaé,MG,538.66,322
4316956,Santa Maria do Herval,RS,538.64,323
3149309,Pedro Leopoldo,MG,538.62,324
3120409,Cristiano Otoni,MG,538.54,325
4320263,Segredo,RS,538.54,326
3115409,Catas Altas da Noruega,MG,538.49,327
3109105,Bueno Brandão,MG,538.47,328
4211652,Novo Horizonte,SC,538.45,329
3522604,Itapira,SP,538.43,330
3154002,Raul Soares,MG,538.43,331
4320651,Silveira Martins,RS,538.39,332
3302056,Italva,RJ,538.34,333
3545605,Santa Adélia,SP,538.27,334
2507507,João Pessoa,PB,538.26,335
3118304,Conselheiro Lafaiete,MG,538.05,336
4205605,Galvão,SC,537.99,337
3520509,Indaiatuba,SP,537.91,338
3503307,Araras,SP,537.75,339
2925204,Pojuca,BA,537.72,340
3147105,Pará de Minas,MG,537.55,341
3521903,Itajobi,SP,537.38,342
3529302,Matão,SP,537.35,343
4201000,Anita Garibaldi,SC,537.3,344
4301503,Augusto Pestana,RS,537.24,345
3204203,Piúma,ES,537.08,346
4204202,Chapecó,SC,537,347
3106903,Bicas,MG,536.97,348
4200754,Alto Bela Vista,SC,536.85,349
3505708,Barueri,SP,536.83,350
3129004,Guiricema,MG,536.71,351
3515657,Fernão,SP,536.68,352
4120804,Quatro Barras,PR,536.64,353
3115201,Conceição da Barra de Minas,MG,536.62,354
4322251,Tupandi,RS,536.6,355
5300108,Brasília,DF,536.53,356
3515509,Fernandópolis,SP,536.5,357
3546256,Santa Cruz da Esperança,SP,536.5,358
4314423,Picada Café,RS,536.39,359
4323200,Victor Graeff,RS,536.36,360
2611606,Recife,PE,536.33,361
3534609,Osvaldo Cruz,SP,536.33,362
3139409,Manhuaçu,MG,536.31,363
4322509,Vacaria,RS,536.3,364
3121506,Desterro do Melo,MG,536.3,365
3127701,Governador Valadares,MG,536.29,366
3517406,Guaíra,SP,536.24,367
2408102,Natal,RN,536.2,368
3147303,Paraisópolis,MG,536.19,369
4313508,Osório,RS,536.16,370
4108403,Francisco Beltrão,PR,536.13,371
3137809,Lambari,MG,536.06,372
4311759,Manoel Viana,RS,536.05,373
3109907,Caetanópolis,MG,536.04,374
3556958,Vitória Brasil,SP,536.02,375
3143401,Monte Sião,MG,535.97,376
2914604,Irecê,BA,535.83,377
4104808,Cascavel,PR,535.83,378
3515400,Fartura,SP,535.8,379
3165008,São Tiago,MG,535.8,380
3104908,Baependi,MG,535.77,381
4311205,Júlio de Castilhos,RS,535.72,382
3101607,Alfenas,MG,535.7,383
4208203,Itajaí,SC,535.65,384
4315073,Porto Vera Cruz,RS,535.64,385
3200607,Aracruz,ES,535.55,386
3107208,Bocaina de Minas,MG,535.52,387
2608909,Limoeiro,PE,535.44,388
3507605,Bragança Paulista,SP,535.43,389
4303806,Campinas do Sul,RS,535.42,390
2408300,Nova Cruz,RN,535.38,391
4300570,Alto Feliz,RS,535.3,392
3501806,Américo de Campos,SP,535.25,393
4316733,Santa Cecília do Sul,RS,535.25,394
3115508,Caxambu,MG,535.2,395
4128658,Virmond,PR,535.2,396
3111408,Campo Florido,MG,535.2,397
5002704,Campo Grande,MS,535.18,398
3530102,Mirandópolis,SP,535.18,399
4304952,Caseiros,RS,535.17,400
3535309,Palmital,SP,535.16,401
4203808,Canoinhas,SC,535.15,402
3515152,Engenheiro Coelho,SP,535.1,403
4123501,Santa Helena,PR,535.03,404
4309100,Gramado,RS,534.99,405
4302204,Boa Vista do Buricá,RS,534.98,406
4202008,Balneário Camboriú,SC,534.96,407
2413805,Taboleiro Grande,RN,534.91,408
3532801,Nova Aliança,SP,534.91,409
4115853,Mercedes,PR,534.81,410
4203006,Caçador,SC,534.77,411
3523909,Itu,SP,534.73,412
5205109,Catalão,GO,534.73,413
3548708,São Bernardo do Campo,SP,534.72,414
5205703,Córrego do Ouro,GO,534.68,415
4117701,Palmeira,PR,534.64,416
3552205,Sorocaba,SP,534.62,417
4303301,Caibaté,RS,534.62,418
4115358,Maripá,PR,534.61,419
3104452,Aricanduva,MG,534.59,420
3160405,Santo Antônio do Monte,MG,534.55,421
4319307,São Paulo das Missões,RS,534.55,422
3540002,Pompéia,SP,534.49,423
3125101,Extrema,MG,534.43,424
3119955,Córrego Fundo,MG,534.42,425
3124500,Estiva,MG,534.4,426
4309605,Horizontina,RS,534.24,427
4307559,Estação,RS,534.21,428
5201108,Anápolis,GO,534.14,429
3131901,Itabirito,MG,533.99,430
3138609,Lima Duarte,MG,533.95,431
4215802,São Bento do Sul,SC,533.86,432
4314407,Pelotas,RS,533.82,433
4117255,Nova Prata do Iguaçu,PR,533.79,434
3204559,Santa Maria de Jetibá,ES,533.75,435
4314035,Pareci Novo,RS,533.75,436
3137908,Lamim,MG,533.6,437
4321451,Teutônia,RS,533.57,438
3136900,Juruaia,MG,533.53,439
3300605,Bom Jesus do Itabapoana,RJ,533.5,440
3541703,Quatá,SP,533.47,441
3115607,Cedro do Abaeté,MG,533.45,442
4125704,São Miguel do Iguaçu,PR,533.4,443
3133501,Itapecerica,MG,533.4,444
3502606,Aparecida d'Oeste,SP,533.38,445
3101508,Além Paraíba,MG,533.36,446
3518909,Guzolândia,SP,533.36,447
3102209,Alvarenga,MG,533.33,448
4307401,Esmeralda,RS,533.3,449
3144607,Nepomuceno,MG,533.3,450
4107553,Farol,PR,533.25,451
3551702,Sertãozinho,SP,533.23,452
4309407,Guaporé,RS,533.22,453
3555802,Urânia,SP,533.22,454
4314159,Paverama,RS,533.21,455
4316436,Saldanha Marinho,RS,533.14,456
4304705,Carazinho,RS,533.13,457
3539400,Piratininga,SP,533.09,458
4307906,Farroupilha,RS,533.04,459
4219002,Urussanga,SC,532.99,460
4319802,São Vicente do Sul,RS,532.97,461
3130200,Igaratinga,MG,532.96,462
3118601,Contagem,MG,532.93,463
3148103,Patrocínio,MG,532.93,464
3546603,Santa Fé do Sul,SP,532.88,465
3103108,Antônio Prado de Minas,MG,532.87,466
4205902,Gaspar,SC,532.84,467
4215604,Santa Rosa de Lima,SC,532.75,468
3531308,Monte Alto,SP,532.74,469
3143005,Monte Belo,MG,532.74,470
3540259,Pontalinda,SP,532.71,471
3138674,Luisburgo,MG,532.65,472
3138500,Liberdade,MG,532.59,473
3117801,Conceição dos Ouros,MG,532.58,474
4313334,Nova Ramada,RS,532.47,475
3155900,Rio Preto,MG,532.47,476
2911709,Guanambi,BA,532.44,477
3523404,Itatiba,SP,532.43,478
4214904,Rio Fortuna,SC,532.34,479
4304200,Candelária,RS,532.33,480
3155306,Rio Manso,MG,532.3,481
3538006,Pindamonhangaba,SP,532.25,482
3534708,Ourinhos,SP,532.25,483
3546405,Santa Cruz do Rio Pardo,SP,532.2,484
3123007,Dores de Campos,MG,532.2,485
4317509,Santo Ângelo,RS,532.19,486
3201902,Domingos Martins,ES,532.17,487
3156106,Ritápolis,MG,532.16,488
3133758,Itaú de Minas,MG,531.85,489
3545159,Saltinho,SP,531.82,490
3549409,São Joaquim da Barra,SP,531.81,491
3117108,Conceição da Aparecida,MG,531.77,492
4311734,Mampituba,RS,531.77,493
4211900,Palhoça,SC,531.73,494
3532058,Motuca,SP,531.73,495
4113908,Mallet,PR,531.72,496
3114709,Carvalhópolis,MG,531.7,497
4320503,Sertão,RS,531.68,498
3143104,Monte Carmelo,MG,531.67,499
4122404,Rolândia,PR,531.65,500
3513405,Cruzeiro,SP,531.62,501
3202256,Governador Lindenberg,ES,531.59,502
3510401,Capivari,SP,531.55,503
4306734,Doutor Maurício Cardoso,RS,531.5,504
3151701,Poço Fundo,MG,531.48,505
4304606,Canoas,RS,531.47,506
4207403,Imbuia,SC,531.44,507
3306008,Três Rios,RJ,531.41,508
3300506,Bom Jardim,RJ,531.38,509
3553401,Tanabi,SP,531.32,510
3164431,São Sebastião da Vargem Alegre,MG,531.3,511
3544509,Rubinéia,SP,531.27,512
3544400,Rubiácea,SP,531.2,513
3533908,Olímpia,SP,531.19,514
3305505,Saquarema,RJ,531.17,515
3516200,Franca,SP,531.16,516
2919207,Lauro de Freitas,BA,531.11,517
2933307,Vitória da Conquista,BA,531.09,518
4306304,David Canabarro,RS,531.04,519
3118502,Consolação,MG,530.95,520
3530300,Mirassol,SP,530.91,521
3554003,Tatuí,SP,530.84,522
4319711,São Valentim do Sul,RS,530.83,523
4303004,Cachoeira do Sul,RS,530.8,524
4128104,Umuarama,PR,530.8,525
3304524,Rio das Ostras,RJ,530.76,526
3201209,Cachoeiro de Itapemirim,ES,530.64,527
4317806,Santo Augusto,RS,530.6,528
4104303,Campo Mourão,PR,530.57,529
3545001,Salesópolis,SP,530.54,530
4323408,Vila Maria,RS,530.52,531
4301651,Barão,RS,530.51,532
3550605,São Roque,SP,530.5,533
3300209,Araruama,RJ,530.5,534
4321501,Torres,RS,530.49,535
3131505,Ipuiúna,MG,530.47,536
3504008,Assis,SP,530.45,537
3511508,Cerquilho,SP,530.44,538
3553807,Taquarituba,SP,530.4,539
4315453,Relvado,RS,530.4,540
3542404,Regente Feijó,SP,530.39,541
4103305,Borrazópolis,PR,530.31,542
3541406,Presidente Prudente,SP,530.3,543
4313607,Paim Filho,RS,530.27,544
3103900,Araújos,MG,530.27,545
3105400,Barão de Cocais,MG,530.26,546
3111002,Campestre,MG,530.23,547
5210000,Inhumas,GO,530.2,548
3102605,Andradas,MG,530.11,549
4301800,Barracão,RS,530.11,550
3157005,Salinas,MG,530.06,551
3166402,Seritinga,MG,530.06,552
3170438,União de Minas,MG,530.04,553
3123205,Dores do Indaiá,MG,530,554
3300407,Barra Mansa,RJ,529.95,555
3306206,Vassouras,RJ,529.95,556
3107000,Biquinhas,MG,529.93,557
2927408,Salvador,BA,529.9,558
3165701,Senador Firmino,MG,529.87,559
4109757,Ibema,PR,529.82,560
4305355,Charqueadas,RS,529.8,561
5003702,Dourados,MS,529.79,562
3153509,Alto Jequitibá,MG,529.77,563
3530607,Mogi das Cruzes,SP,529.73,564
4215406,Salto Veloso,SC,529.71,565
4110953,Itaipulândia,PR,529.65,566
3151404,Pitangui,MG,529.61,567
4307500,Espumoso,RS,529.6,568
4107538,Entre Rios do Oeste,PR,529.59,569
4310652,Itati,RS,529.57,570
3503950,Aspásia,SP,529.48,571
3301207,Carmo,RJ,529.43,572
3122801,Dom Viçoso,MG,529.34,573
4305116,Centenário,RS,529.28,574
4128500,Wenceslau Braz,PR,529.27,575
5213806,Morrinhos,GO,529.25,576
3522703,Itápolis,SP,529.23,577
4303558,Camargo,RS,529.16,578
3538600,Piracaia,SP,529.16,579
2304400,Fortaleza,CE,529.14,580
4218004,Tijucas,SC,529.14,581
3518008,Guarani d'Oeste,SP,529.14,582
3301009,Campos dos Goytacazes,RJ,529.11,583
3539202,Pirapozinho,SP,529.07,584
3515202,Estrela d'Oeste,SP,529.06,585
3100104,Abadia dos Dourados,MG,529.04,586
4210506,Maravilha,SC,529.02,587
3554508,Tietê,SP,528.99,588
3161205,São Francisco de Paula,MG,528.96,589
3144409,Natércia,MG,528.96,590
3524402,Jacareí,SP,528.91,591
3147600,Passa Quatro,MG,528.91,592
3506508,Birigui,SP,528.87,593
4104907,Castro,PR,528.82,594
3553708,Taquaritinga,SP,528.76,595
3550308,São Paulo,SP,528.75,596
2401008,Apodi,RN,528.75,597
3520103,Igarapava,SP,528.73,598
4122305,Rio Negro,PR,528.72,599
2931053,Tanque Novo,BA,528.68,600
4316600,Sananduva,RS,528.63,601
3505906,Batatais,SP,528.62,602
3526704,Leme,SP,528.51,603
3500105,Adamantina,SP,528.47,604
3121407,Desterro de Entre Rios,MG,528.47,605
3527108,Lins,SP,528.46,606
4318606,São José do Ouro,RS,528.44,607
4313003,Nova Bréscia,RS,528.43,608
4314803,Portão,RS,528.4,609
4110706,Irati,PR,528.39,610
4100806,Alvorada do Sul,PR,528.36,611
4319505,São Sebastião do Caí,RS,528.36,612
3145109,Nova Resende,MG,528.35,613
3200201,Alegre,ES,528.21,614
2403103,Currais Novos,RN,528.21,615
3165404,Sapucaí-Mirim,MG,528.13,616
3167301,Silveirânia,MG,528.13,617
3151305,Piraúba,MG,528.08,618
3109709,Cachoeira de Minas,MG,528.07,619
4309209,Gravataí,RS,528.06,620
3155702,Rio Piracicaba,MG,528.04,621
4212304,Paulo Lopes,SC,528.03,622
4303673,Campestre da Serra,RS,528,623
3500709,Agudos,SP,527.98,624
3164605,São Sebastião do Oeste,MG,527.97,625
4118451,Pato Bragado,PR,527.96,626
3501301,Álvares Machado,SP,527.92,627
4301701,Barão de Cotegipe,RS,527.9,628
2211001,Teresina,PI,527.88,629
5107040,Primavera do Leste,MT,527.83,630
4301206,Arroio do Tigre,RS,527.83,631
3302908,Miguel Pereira,RJ,527.81,632
4314001,Paraí,RS,527.81,633
5211909,Jataí,GO,527.8,634
3509700,Campos do Jordão,SP,527.8,635
3303807,Paraty,RJ,527.79,636
3541505,Presidente Venceslau,SP,527.74,637
4217402,Schroeder,SC,527.74,638
3114907,Casa Grande,MG,527.74,639
3134509,Itutinga,MG,527.71,640
3543303,Ribeirão Pires,SP,527.7,641
4108304,Foz do Iguaçu,PR,527.69,642
3171006,Vazante,MG,527.68,643
4209300,Lages,SC,527.66,644
4310108,Igrejinha,RS,527.62,645
4209409,Laguna,SC,527.61,646
3120904,Curvelo,MG,527.57,647
4204509,Corupá,SC,527.57,648
4115804,Medianeira,PR,527.54,649
3108305,Borda da Mata,MG,527.51,650
3302700,Maricá,RJ,527.49,651
4305371,Charrua,RS,527.39,652
3504404,Avanhandava,SP,527.27,653
5208608,Goianésia,GO,527.23,654
3116704,Coimbra,MG,527.17,655
4320305,Selbach,RS,527.12,656
3169703,Turmalina,MG,527.11,657
3552106,Socorro,SP,527.08,658
3522307,Itapetininga,SP,527.02,659
3550100,São Manuel,SP,527.02,660
3111606,Campos Gerais,MG,527.01,661
4312401,Montenegro,RS,526.91,662
3136553,José Raydan,MG,526.82,663
2506301,Guarabira,PB,526.75,664
4117909,Palotina,PR,526.73,665
3300100,Angra dos Reis,RJ,526.72,666
4312906,Nova Bassano,RS,526.71,667
3109006,Brumadinho,MG,526.7,668
3126950,Frei Lagonegro,MG,526.69,669
2200608,Angical do Piauí,PI,526.68,670
4319901,Sapiranga,RS,526.62,671
3147808,Passa-Vinte,MG,526.6,672
3515186,Espírito Santo do Pinhal,SP,526.57,673
3302106,Itaocara,RJ,526.56,674
3159357,Santa Rita de Minas,MG,526.51,675
3139508,Manhumirim,MG,526.47,676
3119302,Coromandel,MG,526.46,677
3546306,Santa Cruz das Palmeiras,SP,526.46,678
4314498,Pinheirinho do Vale,RS,526.44,679
3112208,Capela Nova,MG,526.44,680
3103306,Aracitaba,MG,526.41,681
4114500,Manoel Ribas,PR,526.38,682
4207700,Ipumirim,SC,526.35,683
3113404,Caratinga,MG,526.32,684
