CO_ESCOLA,CO_MUNICIPIO_ESC,NO_MUNICIPIO_ESC,SG_UF_ESC,MED,rank,NO_ESCOLA
23564121,2304400,Fortaleza,CE,714.98,34,ANTARES COLEGIO PRE VESTIBULAR
32040032,3205309,Vitória,ES,714.61,35,CE LEONARDO DA VINCI
43121926,4316907,Santa Maria,RS,714.07,36,UFSM - COLEGIO POLITECNICO DA UNIVERSIDADE FEDERAL SANTA MARIA
50030892,5002902,Cassilândia,MS,713.76,37,ESCOLA EVANGELICA AVIVAMENTO BIBLICO
31333921,3144805,Nova Lima,MG,713.64,38,COLEGIO SANTO AGOSTINHO UNIDADE NOVA LIMA
29342880,2910800,Feira de Santana,BA,713.55,39,COLEGIO HELYOS
33062633,3304557,Rio de Janeiro,RJ,713.13,40,COL DE SAO BENTO
33065403,3304557,Rio de Janeiro,RJ,711.62,41,COLEGIO SANTO AGOSTINHO
23219394,2312908,Sobral,CE,711.58,42,CLODOVEU DE ARRUDA CENTRO SOCIAL
52068986,5208707,Goiânia,GO,711,43,COLEGIO WR
33135371,3304557,Rio de Janeiro,RJ,710.89,44,COLEGIO CRUZEIRO - JACAREPAGUA
23245573,2304400,Fortaleza,CE,709.97,45,MASTER COLEGIO
24097004,2408102,Natal,RN,709.71,46,COLEGIO CIENCIAS APLICADAS
35106446,3550308,São Paulo,SP,708.98,47,MOBILE ESCOLA PRATICA EST ELEMENTARES
29437261,2910800,Feira de Santana,BA,707.96,48,COLEGIO ACESSO
33057206,3303302,Niterói,RJ,707.56,49,INSTITUTO GAYLUSSAC - ENS FUNDAMENTAL E MEDIO
53056000,5300108,Brasília,DF,707.3,50,COL OLIMPO
31260908,3167202,Sete Lagoas,MG,706.91,51,COL IMPULSO
33176825,3304557,Rio de Janeiro,RJ,706.89,52,COLEGIO SANTO AGOSTINHO - UNIDADE INSTITUTO CULTURAL SANTO AGOSTINHO
35165347,3550308,São Paulo,SP,706.78,53,MOBILE COLEGIO
35805555,3549904,São José dos Campos,SP,706.64,54,EMBRAER JUAREZ WANDERLEY COLEGIO
33165920,3303302,Niterói,RJ,705.72,55,COLEGIO E CURSO PONTO DE ENSINO
31004731,3106200,Belo Horizonte,MG,705.65,56,COLEGIO MAGNUM AGOSTINIANO - NOVA FLORESTA
35173186,3547809,Santo André,SP,705.28,57,LICEU JARDIM
53013085,5300108,Brasília,DF,705.02,58,COL PODION
35159759,3529302,Matão,SP,703.88,59,COOPERATIVA EDUCACIONAL DE MATAO
50032895,5003702,Dourados,MS,703.62,60,COLEGIO ANGLO UNIGRAN - UNIDADE II
35446361,3514403,Dracena,SP,703.48,61,CEPE DE DRACENA ESCOLA
35141240,3550308,São Paulo,SP,703.08,62,VERTICE COLEGIO UNIDADE II
50033239,5002704,Campo Grande,MS,702.91,63,COLEGIO CLASSE A UNIDADE II
31357065,3170206,Uberlândia,MG,702.74,64,COLEGIO GABARITO - UNIDADE TIRADENTES
33123918,3304557,Rio de Janeiro,RJ,702.48,65,CENTRO EDUC MARAPENDI LTDA
35154775,3548807,São Caetano do Sul,SP,702.15,66,VILLARE COLEGIO
35463279,3550308,São Paulo,SP,701.98,67,VITAL BRAZIL COLEGIO
31316644,3164704,São Sebastião do Paraíso,MG,701.54,68,COL OBJETIVO DE S S PARAISO NHNEC
32041152,3205309,Vitória,ES,701.51,69,ESCOLA SAO DOMINGOS
35290804,3543402,Ribeirão Preto,SP,701.16,70,SEB COC UNIDADE ALVARES CABRAL
23269928,2307304,Juazeiro do Norte,CE,700.8,71,BATISTA DO CARIRI ESCOLA
23272333,2304400,Fortaleza,CE,700.54,72,FARIAS BRITO COLEGIO PRE-VESTIBULAR CENTRAL
26124297,2611606,Recife,PE,700.25,73,COLEGIO DE APLICACAO DO CE DA UFPE
35004215,3549805,São José do Rio Preto,SP,699.14,74,NA
26118165,2611606,Recife,PE,698.82,75,COLEGIO EQUIPE
35106318,3535804,Paranapanema,SP,698.3,76,COOPERATIVA EDUCACIONAL DE PARANAPANEMA COOEPAR
32038224,3205200,Vila Velha,ES,697.54,77,COLEGIO MARISTA NOSSA SENHORA DA PENHA
29178029,2916104,Itaparica,BA,696.94,78,ESCOLA NOSSA SENHORA DO ROSARIO
33156913,3300100,Angra dos Reis,RJ,696.68,79,COOPERATIVA EDUCACIONAL CESAR ALMEIDA
33161291,3304557,Rio de Janeiro,RJ,696.57,80,CEMP ENSINO MEDIO LTDA
43109136,4314902,Porto Alegre,RS,696.39,81,ESCOLA PANAMERICANA EDUC BASICA
29200105,2927408,Salvador,BA,696.26,82,NA
23076208,2304400,Fortaleza,CE,696.24,83,PROVECTO COLEGIO
33087679,3304557,Rio de Janeiro,RJ,695.93,84,COLEGIO SANTO AGOSTINHO - NL
17055890,1721000,Palmas,TO,694.92,85,COLEGIO OLIMPO PALMAS INTEGRAL
22022406,2211001,Teresina,PI,694.15,86,COLEGIO LEROTE LTDA
52098982,5201108,Anápolis,GO,693.9,87,COLEGIO OLIMPO
35134387,3509502,Campinas,SP,693.32,88,ANGLO CAMPINAS UNIDADE CASTELO COLEGIO
33176817,3304557,Rio de Janeiro,RJ,692.39,89,COLEGIO DE A A Z - UNIDADE IPANEMA
31244074,3106200,Belo Horizonte,MG,692.3,90,ESCOLA AMERICANA DE BELO HORIZONTE
53015789,5300108,Brasília,DF,691.78,91,COL OLIMPO DE AGUAS CLARAS
31268259,3167202,Sete Lagoas,MG,691.74,92,SESI CAT OTONI A DA COSTA UNID II
33153450,3303302,Niterói,RJ,691.69,93,COLEGIO PH
35156589,3520509,Indaiatuba,SP,691.62,94,COLEGIO ANGLO CAMPINAS UNIDADE INDAIATUBA
33063729,3304557,Rio de Janeiro,RJ,691.48,95,COLEGIO SANTO INACIO
35105685,3550308,São Paulo,SP,691.28,96,CURUMIM ESCOLA DE EDUCACAO INFANTIL
33064040,3304557,Rio de Janeiro,RJ,690.98,97,ESCOLA ISRAELITA BRASILEIRA ELIEZER STEINBARG MAX NORDAU
33447225,3304557,Rio de Janeiro,RJ,690.98,98,COLEGIO DE A A Z
31217123,3106200,Belo Horizonte,MG,690.93,99,COLEGUIUM - ENSINO FUNDAMENTAL E MEDIO
50032100,5002704,Campo Grande,MS,690.65,100,COLEGIO BIONATUS II
26181231,2611606,Recife,PE,690.58,101,COLEGIO FAZER CRESCER - ENSINO MEDIO
33062609,3304557,Rio de Janeiro,RJ,690.4,102,COLEGIO CRUZEIRO-CENTRO
32040075,3205309,Vitória,ES,689.74,103,COLEGIO SAGRADO CORACAO DE MARIA
33064628,3304557,Rio de Janeiro,RJ,689.21,104,COL BARILAN
43173845,4316907,Santa Maria,RS,689.11,105,ESCOLA DE ENSINO MEDIO RIACHUELO
52033210,5208707,Goiânia,GO,688.32,106,COLEGIO AGOSTINIANO NS DE FATIMA
33055866,3303302,Niterói,RJ,688.31,107,COL MARILIA MATTOSO
23272430,2304400,Fortaleza,CE,688.17,108,ARI DE SA CAVALCANTE SEDE ALDEOTA COLEGIO
31006238,3106200,Belo Horizonte,MG,687.95,109,COLEGIO LOYOLA
35137133,3550308,São Paulo,SP,687.84,110,PENTAGONO COLEGIO UNIDADE MORUMBI
26119730,2611606,Recife,PE,687.81,111,ESCOLA DE APLICACAO DO RECIFE - FCAP UPE
32041411,3205309,Vitória,ES,687.7,112,CE CHARLES DARWIN
31184331,3169901,Ubá,MG,687.27,113,COLEGIO SAGRADO CORACAO DE MARIA
50030590,5003702,Dourados,MS,687.22,114,COLEGIO LUMIERE
33104220,3304557,Rio de Janeiro,RJ,687.21,115,RECANTO INF IMACULADA CONCEICAO
32040040,3205309,Vitória,ES,687.18,116,CE PRIMEIRO MUNDO
35153163,3547304,Santana de Parnaíba,SP,686.97,117,PENTAGONO COLEGIO UNIDADE ALPHAVILLE
31318426,3170206,Uberlândia,MG,686.95,118,COLEGIO OLIMPO
33063419,3304557,Rio de Janeiro,RJ,686.63,119,COL FRANCO BRASILEIRO
33085897,3304557,Rio de Janeiro,RJ,686.15,120,ESC MODELAR CAMBAUBA
33129902,3304557,Rio de Janeiro,RJ,685.74,121,COLEGIO INTERNACIONAL EVEREST
52076229,5201108,Anápolis,GO,685.54,122,COLEGIO DELTA - ANAPOLIS
52099946,5208707,Goiânia,GO,685.33,123,COLEGIO PROTAGORAS BUENO
41132599,4106902,Curitiba,PR,685.19,124,COLEGIO POSITIVO ENSINO MEDIO - SEDE
35136931,3550308,São Paulo,SP,685.05,125,AGOSTINIANO MENDEL COLEGIO
33110034,3304557,Rio de Janeiro,RJ,685,126,CENTRO EDUCACIONAL ESPACO INTEGRADO
52096785,5208707,Goiânia,GO,684.63,127,COLEGIO OLIMPO INTEGRAL
35103421,3550308,São Paulo,SP,684.51,128,LICEU DE ARTES E OFICIOS DE SAO PAULO ESCOLA TECNICA
31074373,3136702,Juiz de Fora,MG,684.43,129,COLEGIO SANTA CATARINA
31007196,3106200,Belo Horizonte,MG,684.4,130,COLEGIO SANTA DOROTEIA
35170331,3548906,São Carlos,SP,683.83,131,SAO CARLOS INSTITUTO EDUCACAO DE ENSINO FUNDAMENTAL E MEDIO
33228604,3304557,Rio de Janeiro,RJ,683.8,132,COLEGIO DE A A Z
33031371,3304201,Resende,RJ,683.54,133,COL DOM BOSCO
35123109,3510807,Casa Branca,SP,682.84,134,BARAO DE CASA BRANCA COLEGIO ENSINO FUNDAMENTAL E MEDIO
22164219,2211001,Teresina,PI,682.81,135,ESCOLA POPULAR MADRE MARIA VILLAC
52097676,5208707,Goiânia,GO,682.46,136,COLEGIO SIMBIOS
28032322,2800308,Aracaju,SE,682.12,137,CENTRO DE EXCELENCIA MASTER
31193216,3131307,Ipatinga,MG,682.06,138,ESCOLA EDUCACAO CRIATIVA
35124199,3550308,São Paulo,SP,682.02,139,ALBERT SABIN COLEGIO
24059790,2408102,Natal,RN,682.02,140,ITAECE COMPLEXO EDUCACIONAL
52089550,5208707,Goiânia,GO,681.91,141,COLEGIO VISAO
31004359,3106200,Belo Horizonte,MG,681.88,142,COLEGIO ESPANHOL SANTA MARIA CIDADE NOVA
43082564,4311403,Lajeado,RS,681.77,143,COLEGIO EVANGELICO ALBERTO TORRES
31342998,3169307,Três Corações,MG,681.64,144,COLEGIO UNIAO DE ENSINO INFANTIL FUNDAMENTAL E MEDIO - COOPEC TC
35449003,3543402,Ribeirão Preto,SP,681.56,145,FAAP RIBEIRAO PRETO COLEGIO
33148376,3304557,Rio de Janeiro,RJ,681.39,146,ESCOLA PARQUE - BARRA
31114715,3104502,Arinos,MG,681.36,147,ESCOLA JUSCELINO KUBITSCHEK
32038178,3205200,Vila Velha,ES,681.35,148,CENTRO EDUCACIONAL CHARLES DARWIN
17055024,1721000,Palmas,TO,681.21,149,COLEGIO OLIMPO UNIDADE II
31006394,3106200,Belo Horizonte,MG,680.75,150,COLEGIO MARISTA DOM SILVERIO
33063311,3304557,Rio de Janeiro,RJ,680.74,151,COL ANDREWS
33085846,3304557,Rio de Janeiro,RJ,680.63,152,ESC BRETANHA JD INFANCIA TIO CARECA
31205231,3138203,Lavras,MG,680.53,153,COL N SRA DE LOURDES
33064776,3304557,Rio de Janeiro,RJ,680.3,154,COL SAO PAULO
33098557,3300308,Barra do Piraí,RJ,680.1,155,CENTRO DE ESTUDOS INTEGRADOS
50027956,5002704,Campo Grande,MS,679.97,156,COLEGIO HARMONIA
33105405,3304557,Rio de Janeiro,RJ,679.77,157,COLEGIO PH
29182409,2927408,Salvador,BA,679.7,158,COLEGIO MODULO
33142726,3304557,Rio de Janeiro,RJ,679.65,159,COL ISRAELITA BRAS A LIESSIN SCHOLEM ALEICHEM
31254363,3168705,Timóteo,MG,679.5,160,ESCOLA BATISTA DE ACESITA
33058164,3303500,Nova Iguaçu,RJ,679.23,161,CENTRO EDUCACIONAL LOGOS
35286187,3556206,Valinhos,SP,679.12,162,ETAPA COLEGIO
35104985,3550308,São Paulo,SP,679.07,163,BANDEIRANTES COLEGIO EFM
35126974,3530607,Mogi das Cruzes,SP,678.99,164,OBJETIVO INTEGRADO DE MOGI DAS CRUZES COLEGIO
52033848,5208707,Goiânia,GO,678.87,165,COLEGIO SANTO AGOSTINHO
33178798,3304557,Rio de Janeiro,RJ,678.86,166,NA
29181771,2927408,Salvador,BA,678.83,167,COLEGIO ANCHIETA
32010800,3201506,Colatina,ES,678.57,168,IFES - CAMPUS COLATINA
31293687,3170701,Varginha,MG,678.48,169,COLEGIO MARISTA - VARGINHA
23272473,2304400,Fortaleza,CE,678.3,170,FARIAS BRITO SEIS BOCAS COLEGIO
35563006,3550308,São Paulo,SP,678.12,171,ETAPA III COLEGIO
15103080,1504208,Marabá,PA,678.04,172,GRUPO FUTURO EDUCACIONALMARABA
25120298,2507507,João Pessoa,PB,677.79,173,CENTRO PESSOENSE DE EDUCACAO - COLEGIO MOTIVA
33322201,3304557,Rio de Janeiro,RJ,677.72,174,ESCOLA SESC DE ENSINO MEDIO
35141586,3552205,Sorocaba,SP,677.63,175,UIRAPURU COLEGIO
31334049,3167202,Sete Lagoas,MG,677.59,176,COLEGIO CAETANO DE EDUCACAO INFANTIL ENSINO FUNDAMENTAL ANOS INICIAIS E FINAIS E ENSINO MEDIO
31006157,3106200,Belo Horizonte,MG,677.5,177,COLEGIO LOGOSOFICO GONZALEZ PECOTCHE
35004266,3525904,Jundiaí,SP,677.49,178,UNIDADE DE ATENDIMENTO A CRIANCA UAC
22027173,2211001,Teresina,PI,677.43,179,COLEGIO PROCAMPUS
31006386,3106200,Belo Horizonte,MG,677.34,180,COLEGUIUM UNID JARAGUA
22126988,2202208,Campo Maior,PI,677.3,181,INSTITUTO DE ENSINO INTELLECTUS
35579403,3509502,Campinas,SP,677.24,182,COLEGIO ELITECOL
33063648,3304557,Rio de Janeiro,RJ,677.2,183,COLEGIO SAO VICENTE DE PAULO
35155597,3548500,Santos,SP,676.6,184,INTELECTUS COLEGIO
24057134,2408102,Natal,RN,676.58,185,COLEGIO MARISTA DE NATAL
31014061,3118601,Contagem,MG,676.41,186,COLEGIO SANTO AGOSTINHO-UNIDADE CONTAGEM
51067471,5107909,Sinop,MT,676.38,187,PPE - PRINA PITT ESCOLA
41135865,4119152,Pinhais,PR,676.14,188,ESTILLO C EI EF M
31322873,3106200,Belo Horizonte,MG,676.02,189,COLEGIUM UNID STA AMELIA
31184349,3169901,Ubá,MG,675.91,190,COLEGIO LOSANGO DE UBA
33447250,3306305,Volta Redonda,RJ,675.83,191,COLEGIO INTERATIVO ENSINO MEDIO
24069191,2408102,Natal,RN,675.64,192,CENTRO DE EDUCACAO INTEGRADA LTDA - ROMUALDO
35135288,3534401,Osasco,SP,675.5,193,COLEGIO ANGLO LEONARDO DA VINCI
26170841,2609600,Olinda,PE,675.46,194,COLEGIO E CURSO MENINO JESUS
35175572,3549904,São José dos Campos,SP,675.4,195,POLIEDRO COLEGIO
43123988,4316907,Santa Maria,RS,674.95,196,COLEGIO RIACHUELO
52086615,5208707,Goiânia,GO,674.87,197,COLEGIO JAO LTDA
25117963,2504009,Campina Grande,PB,674.8,198,CENTRO CAMPINENSE DE EDUCACAO LTDA COLEGIO MOTIVA
28018109,2800308,Aracaju,SE,674.61,199,CURSO COLEGIO MODULO LTDA
35195005,3505708,Barueri,SP,674.42,200,COLEGIO ANGLO LEONARDO DA VINCI
23077557,2304400,Fortaleza,CE,674.25,201,7 DE SETEMBRO COLEGIO - EBS
13032020,1302603,Manaus,AM,674.24,202,LAVINIENSE ENSINO INTEGRADO E CE PINGO DE GENTE
33057109,3303302,Niterói,RJ,674.22,203,COLEGIO LA SALLE ABEL
35287600,3550308,São Paulo,SP,674.19,204,COLEGIO ANGLO LEONARDO DA VINCI
23071036,2304400,Fortaleza,CE,674.02,205,COLEGIO ARI DE SA CAVALCANTE WASHINGTON SOARES
42020662,4209102,Joinville,SC,673.86,206,ESCOLA TECNICA TUPY
15229408,1501402,Belém,PA,673.84,207,SISTEMA DE ENSINO EQUIPE
35125222,3507605,Bragança Paulista,SP,673.27,208,CIDADE DE BRAGANCA PTA COLEGIO
43203418,4319604,São Sepé,RS,672.96,209,CONJUNTO EDUCACIONAL DE E MEDIO DE SANTA MARIA
35112513,3509502,Campinas,SP,672.89,210,PROGRESSO CAMPINEIRO COLEGIO
26137631,2611606,Recife,PE,672.81,211,COLEGIO NUCLEO
31053953,3127701,Governador Valadares,MG,672.77,212,COL IBITURUNA
41148851,4106902,Curitiba,PR,672.74,213,UNIVERSIDADE FEDERAL DO PARANA - SEPT
31041181,3122306,Divinópolis,MG,672.53,214,ESCOLA TECNICA DE DIVINOPOLIS
35112773,3509502,Campinas,SP,672.48,215,IMACULADA INSTITUTO EDUCACIONAL
35567188,3550308,São Paulo,SP,672.14,216,UNIVERSIDADE PAULISTA UNIP CAMPUS INDIANOPOLIS
31329762,3127701,Governador Valadares,MG,672.12,217,COL GENOMA
31354848,3138203,Lavras,MG,672.06,218,COLEGIO LOSANGO DE LAVRAS
35136025,3556206,Valinhos,SP,672.01,219,PORTO SEGURO VISCONDE COLEGIO UNIDADE II
53020006,5300108,Brasília,DF,671.93,220,CED SIGMA - ASA NORTE
33110328,3304557,Rio de Janeiro,RJ,671.79,221,COLEGIO PH
35448205,3549805,São José do Rio Preto,SP,671.7,222,KELVIN COLEGIO
33173990,3304557,Rio de Janeiro,RJ,671.69,223,COLEGIO DE A A Z
31358266,3152501,Pouso Alegre,MG,671.67,224,COLEGIO FENIX ENSINO FUNDAMENTAL ANOS FINAIS E ENSINO MEDIO
35120601,3548807,São Caetano do Sul,SP,671.54,225,COLEGIO ARBOS UNIDADE MARECHAL DEODORO
31268631,3122306,Divinópolis,MG,671.46,226,CEFET-MG - UNED DIVINOPOLIS
33021660,3303401,Nova Friburgo,RJ,671.38,227,COLEGIO ANCHIETA
35802013,3537305,Penápolis,SP,671.28,228,SAO FRANCISCO DE ASSIS EEI E FUNDAMENTAL
35802815,3550308,São Paulo,SP,671.27,229,DOM BOSCO COLEGIO UNIDADE I
35113256,3525904,Jundiaí,SP,671.17,230,DIVINA PROVIDENCIA ESCOLA
31333361,3168705,Timóteo,MG,671.15,231,CEFET-MG - UNED TIMOTEO
31205265,3138203,Lavras,MG,670.94,232,INST PRESBITERIANO GAMMON
35132287,3550308,São Paulo,SP,670.88,233,POLIEDRO COLEGIO
35299686,3550308,São Paulo,SP,670.82,234,BELO FUTURO INTERNACIONAL COLEGIO
26125765,2611606,Recife,PE,670.76,235,CENTRO ESCOLAR CAROCHINHA
12010910,1200401,Rio Branco,AC,670.44,236,ESC CENTRO DE INTEGRACAO E CULTURA ALTERNATIVO
25073214,2504009,Campina Grande,PB,670.41,237,ESC VIRGEM DE LOURDES
31356190,3168606,Teófilo Otoni,MG,670.27,238,COLEGIO GENOMA
24350303,2408102,Natal,RN,670.26,239,CENTRO DE EDUCACAO INTEGRADA MAIS LTDA
31005614,3106200,Belo Horizonte,MG,670.25,240,COLEGIO SANTA MARIA CORACAO EUCARISTICO
33162328,3303302,Niterói,RJ,670.24,241,ESCOLA LA SALLE RIO DE JANEIRO
33165998,3303302,Niterói,RJ,670.23,242,COLEGIO PH
31291030,3106200,Belo Horizonte,MG,670.14,243,COLEGIO MILITAR DE BELO HORIZONTE
43139108,4318705,São Leopoldo,RS,670.12,244,UNIDADE DE ENSINO COLEGIO SINODAL - SAO LEOPOLDO
31180611,3170701,Varginha,MG,669.94,245,COLEGIO DOS SANTOS ANJOS
31327026,3152501,Pouso Alegre,MG,669.78,246,CENTRO EDUCACIONAL RENOVACAO
50030116,5002704,Campo Grande,MS,669.67,247,COLEGIO NOTA DEZ - ENSINO MEDIO
33162506,3304557,Rio de Janeiro,RJ,669.66,248,SOCIEDADE EDUCACIONAL PADRE AFFONSO LTDA
33065365,3304557,Rio de Janeiro,RJ,669.56,249,ESCOLA NOVA GAVEA
29427924,2919553,Luís Eduardo Magalhães,BA,669.48,250,ESCOLA MONTEIRO LOBATO -UNIDADE 2
32041209,3205309,Vitória,ES,669.37,251,IFES - CAMPUS VITORIA
32074964,3205309,Vitória,ES,669.28,252,COLEGIO SALESIANO JARDIM CAMBURI
31368679,3167202,Sete Lagoas,MG,669.25,253,NA
33066809,3304557,Rio de Janeiro,RJ,669.21,254,COL STA MARCELINA
35159177,3513009,Cotia,SP,669.13,255,SIDARTA COLEGIO
29365023,2927408,Salvador,BA,669.1,256,COLEGIO OFICINA
21248494,2111300,São Luís,MA,668.86,257,SENAI - CENTRO DE EDUCACAO PROFISSIONAL E TECNOLOGICO RAIMUNDO FRANCO TEIXEIRA
33173869,3304557,Rio de Janeiro,RJ,668.72,258,COLEGIO DE A A Z UNIDADE RECREIO
35134806,3550308,São Paulo,SP,668.68,259,ETAPA COLEGIO DE EFM
31074098,3136702,Juiz de Fora,MG,668.68,260,COLEGIO DOS JESUITAS
28017820,2800308,Aracaju,SE,668.52,261,COLEGIO DO SALVADOR
35117572,3529005,Marília,SP,668.52,262,CRISTO REI COLEGIO
50007661,5002704,Campo Grande,MS,668.42,263,ESCOLA DE EDUCACAO INFANTIL FAZ DE CONTA
35133097,3538006,Pindamonhangaba,SP,668.28,264,MAGISTRA COLEGIO
31005835,3106200,Belo Horizonte,MG,668.27,265,COLEGIO IMACULADA CONCEICAO
33042578,3305802,Teresópolis,RJ,668.25,266,COL SAO PAULO
31365890,3118304,Conselheiro Lafaiete,MG,668.12,267,NA
33032882,3306305,Volta Redonda,RJ,668.07,268,COL NS DO ROSARIO
31007153,3106200,Belo Horizonte,MG,668.06,269,COLEGIO SAGRADO CORACAO DE MARIA
25121600,2507507,João Pessoa,PB,667.91,270,COLEGIO ATHENEU LTDA ME
51036894,5103403,Cuiabá,MT,667.84,271,EMEB CEL OCTAYDE JORGE DA SILVA
31014630,3105608,Barbacena,MG,667.66,272,ESCOLA PREPARATORIA DE CADETES DO AR
31358428,3106200,Belo Horizonte,MG,667.31,273,COLEGUIUM - UNIDADE ALIPIO DE MELO
25097539,2507507,João Pessoa,PB,667.3,274,COLEGIO E CURSO EVOLUCAO
35288100,3535804,Paranapanema,SP,667.25,275,CAMPOS DE HOLAMBRA ESCOLA COOPERATIVA DE EDUCACAO BASICA
33066698,3304557,Rio de Janeiro,RJ,667.04,276,COLEGIO MARISTA SAO JOSE
22141260,2208007,Picos,PI,666.92,277,ESCOLA MACHADO DE ASSIS
31005037,3106200,Belo Horizonte,MG,666.9,278,COLEGIO BATISTA MINEIRO
31004952,3106200,Belo Horizonte,MG,666.82,279,COL STA MARIA PAMPULHA
31334073,3170701,Varginha,MG,666.8,280,CEFET-MG - UNED VARGINHA
35137881,3504107,Atibaia,SP,666.78,281,ATIBAIA COLEGIO INTEGRADO DE
31294110,3106200,Belo Horizonte,MG,666.73,282,COL MAGNUM AGOSTINIANO BURITIS
23276606,2304400,Fortaleza,CE,666.58,283,7 DE SETEMBRO COLEGIO - EGS
42020530,4209102,Joinville,SC,666.53,284,ASSOCIACAO EDUCACIONAL LUTERANA BOM JESUS-IELUSC
31193097,3131307,Ipatinga,MG,666.44,285,COLEGIO SAO FRANCISCO XAVIER - CARIRU
35139497,3550308,São Paulo,SP,666.3,286,PENTAGONO COLEGIO UNIDADE CAIUBI
31349429,3118601,Contagem,MG,666.16,287,SENAI CONTAGEM UNIDADE INTEGRADA NENEM SCARIOLLI
31180599,3170701,Varginha,MG,666.05,288,COLEGIO ALPHA
35108145,3518800,Guarulhos,SP,665.89,289,MATER AMABILIS COLEGIO
35158483,3550308,São Paulo,SP,665.72,290,STOCKLER COLEGIO
33476217,3303401,Nova Friburgo,RJ,665.69,291,CENTRO FEDERAL DE EDUCACAO TECNOLOGICA CELSO SUCKOW DA FONSECA UNIDADE DE NOVA FRIBURGO
42121191,4209102,Joinville,SC,665.6,292,POSIVILLE
33063656,3304557,Rio de Janeiro,RJ,665.49,293,SOCIEDADE BRASILEIRA DE ENSINO - COLEGIO SION
33231230,3304557,Rio de Janeiro,RJ,665.4,294,COLEGIO SAINT JOHN-UNIDADE II
42091403,4208906,Jaraguá do Sul,SC,665.36,295,COLEGIO BOM JESUS DIVINA PROVIDENCIA
23069864,2304400,Fortaleza,CE,665.34,296,ARI DE SA CAVALCANTE COLEGIO - DUQUE DE CAXIAS
35136050,3525904,Jundiaí,SP,665.34,297,LEONARDO DA VINCI COLEGIO DE ENSINO FUNDAMENTAL E MEDIO
35142967,3548708,São Bernardo do Campo,SP,665.31,298,TERMOMECANICA COLEGIO
35301279,3510609,Carapicuíba,SP,665.15,299,COLEGIO ANGLO LEONARDO DA VINCI
33381208,3304557,Rio de Janeiro,RJ,664.99,300,COLEGIO E CURSO PONTO DE ENSINO
23066814,2304400,Fortaleza,CE,664.96,301,CECILIA COLEGIO SANTA
